Headline,Body ID,Stance
GCPD Solved Stolen Batmobile Case?,2135,discuss
God Is A Woman – Resurrected Father Narated,1227,disagree
"Tropical spider burrows under man's skin, lives there for three days",1880,disagree
Predator Drone Reportedly Spotted Over ISIS Stronghold,2443,discuss
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2172,agree
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1841,agree
Nun who gave birth ‘had no idea’ she was pregnant,2479,discuss
IS Fighters Seize Weapons Cache Meant for Kurds,2509,discuss
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",2171,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2386,discuss
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2450,agree
Founding Fathers-Era Time Capsule Found in Boston,971,agree
The iPhone 6 'Hairgate' Is Not a Thing,1769,discuss
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1267,discuss
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,891,discuss
Audio of gunfire in Michael Brown case authenticated by app company,1379,agree
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2037,agree
"In Kim Jong Un's absence, his sister may rule. Or not.",1836,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1398,discuss
ISIS Militant “Jihadi John” Identified As Young West Londoner,1346,discuss
James Foley remembered as 'brave and tireless' journalist,1016,agree
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1738,discuss
Pentagon: ISIS seized materials airdropped to Kurds,2509,discuss
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2129,discuss
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1002,discuss
Christian Bale in Talks to Play Steve Jobs (Exclusive),2455,discuss
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,2054,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2287,discuss
ISIS Getting Ebola,1974,discuss
REPORT: The Batmobile Might Have Been Stolen In Detroit,1459,discuss
God is a woman- Priest who died for 48 minutes claims,1521,disagree
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1336,discuss
"Meteorite makes big crater in Nicaragua, government says",1661,discuss
Conflicting reports on alleged IS capture of Canadian woman,1774,discuss
US confirms death of Somalia terror group leader,1256,agree
Bali spider burrows under Aussie’s chest,1321,disagree
Everyone chill! Banksy has NOT been arrested,2051,agree
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,945,disagree
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,2211,disagree
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,955,disagree
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2003,discuss
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2172,agree
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2345,discuss
NBC weatherman caught urinating in the woods live on air,1926,disagree
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2445,disagree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2139,agree
Missing American journalist reportedly beheaded by Islamic State ,2524,discuss
Libya: Missing Libya Planes Spark Security Concerns,2010,discuss
See the Crater a Meteorite Made in Nicaragua,1913,agree
CNN audio: Is this the moment Michael Brown was shot?,2235,discuss
Ferguson riots: audio may have captured Michael Brown shooting,721,discuss
"Boko Haram claims to have German hostage, denies ceasefire",2139,agree
Nigeria says it has deal with Boko Haram to release kidnapped girls,1430,discuss
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1789,disagree
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1573,disagree
US officials: Video shows American's execution,933,discuss
Nun gives birth to surprise baby after complaining of stomach pains,1307,discuss
Nigeria says ceasefire agreed with Boko Haram,1540,discuss
Missing Libyan jetliners raise fears of terror attacks on 9/11,1312,agree
ISIS Appears To Behead American Photojournalist In YouTube Video,2096,discuss
WHO investigates media reports ISIS fighters contracted Ebola,938,discuss
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1262,discuss
Missing Mexican students 'not found in mass grave',702,agree
Is the iPhone 6 Really Pulling Out Your Hair?,1769,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2147,discuss
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2295,discuss
Media outlets identify 'Jihadi John',867,discuss
Nigeria Boko Haram blamed for raids despite truce claim,1681,discuss
GCPD Solved Stolen Batmobile Case?,1313,discuss
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1141,discuss
Shots Heard In Alleged Brown Shooting Recording [AUDIO],398,discuss
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2385,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1336,discuss
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1721,discuss
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1669,discuss
New Audio Shows Michael Brown Was Shot at 11 Times,816,agree
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2404,discuss
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1342,discuss
"In Vogue vs Rats War, the Rats Are Winning",1149,discuss
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',567,discuss
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1934,discuss
Newly Discovered Mass Grave Linked to Missing Mexican Students,1109,disagree
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1679,discuss
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2123,discuss
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,761,agree
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1254,disagree
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,734,discuss
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),586,discuss
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,2476,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,2495,discuss
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2214,agree
"Planetary Alignment Decrease Gravity Hoax on Jan 4, 2015: ‘Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness’ in January is Totally Bogus",2413,agree
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,2115,agree
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1877,disagree
Questions raised over Nicaragua 'meteorite',1661,discuss
Texas Truck Winds Up in Syria With Islamic Militants,2015,agree
Canadian Soldier Shot At Ottawa War Memorial: Report,1089,discuss
Alleged audio of Michael Brown shooting has surfaced,1461,discuss
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,2468,agree
ISIS Militants Allegedly Contracted Ebola,1669,discuss
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,2005,agree
Nigeria and Boko Haram 'agree ceasefire and girls' release',1588,discuss
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,2337,disagree
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,2302,discuss
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1356,discuss
#Hairgate: iPhone 6 users say device pulls out hair,1769,discuss
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1669,discuss
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",703,agree
SEE IT: California homeless man uses $100 gift to give food to others,1245,agree
Boko Haram Denies Nigeria Cease-Fire Claim,1885,agree
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1884,agree
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",2062,discuss
ISIL Beheads American Photojournalist in Iraq,1744,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2388,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2264,discuss
Tropical spider 'burrowed under man's skin through scar' - video report,1864,discuss
BREAKING: ISIS Beheads American Journalist James Wright Foley,2067,agree
"No, Banksy has not been arrested (sigh)",1301,agree
Libya: Missing Libya Planes Spark Security Concerns,2448,discuss
ISIL video claims beheading of kidnapped journalist James Foley,1744,discuss
Ferguson riots: audio may have captured Michael Brown shooting,2345,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,2025,discuss
Small Meteorite Hits Managua,1213,disagree
Islamic State claims to have beheaded American journalist,1721,discuss
Vigilantes cut off alleged rapist's penis,1959,agree
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1761,discuss
A New iOS 8 Bug Can Delete All Of Your iCloud Documents,1351,discuss
More American Weapons for ISIS,1363,agree
Nun gives birth to surprise baby after complaining of stomach pains,1828,discuss
Was The Batmobile Stolen In Detroit?,2135,discuss
Pentagon: Airstrike killed terror leader in Somalia,981,agree
Podcast: Brown Moses on what’s flying over Iraq and Syria,2443,discuss
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1178,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1589,agree
"Audio captured at time of Michael Brown shooting, company says",1916,discuss
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,1820,agree
"Boko Haram denies truce, says kidnapped girls married",2463,discuss
ISIL militant 'Jihadi John' named by media,2202,discuss
Alleged audio of Michael Brown shooting released,2250,discuss
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,1501,agree
Who Should Play Steve Jobs Now That Christian Bale Quit?,945,disagree
NASA Raises Doubts About Reports of Nicaraguan Meteorite,961,disagree
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1459,discuss
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2202,discuss
Lebanon 'holding IS leader's daughter and ex-wife',2283,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1966,agree
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",1176,discuss
"NASA: Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness???",1123,discuss
Mexico checks if 43 missing students in mass grave,1822,discuss
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2016,discuss
Nigeria says ceasefire agreed with Boko Haram,531,discuss
"No, there aren’t any Ebola cases in Iraq",1040,discuss
Report: Christian Bale Will Play Steve Jobs,2455,discuss
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1922,discuss
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1611,discuss
ISIS fighters seize weapons airdrop meant for Kurds,2172,agree
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",847,discuss
Christian Bale won't play Steve Jobs,1217,discuss
Tropical spider burrows under man's skin through scar,1860,agree
Meteorite leaves crater in Nicaraguan capital Managua,1731,agree
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2473,discuss
ESPN to save NFL's image with all-male domestic abuse discussion,2181,disagree
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,440,discuss
Lebanon detains wife and son of Al-Baghdadi,1192,discuss
Questions raised over Nicaragua 'meteorite',885,discuss
REPORT: The Batmobile Might Have Been Stolen In Detroit,1751,discuss
Sugarhill Gang co-founder Big Bank Hank dies,2351,agree
Isis militants claim to have killed US journalist James Foley,2450,discuss
Boko Haram denies it has agreed ceasefire,1821,discuss
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1582,agree
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,2075,discuss
6 hidden mass graves may hold missing Mexican students,2342,discuss
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,1634,discuss
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",1720,discuss
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,298,discuss
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1800,discuss
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2403,discuss
Mexico Says Missing Students Not Found In First Mass Graves,1109,agree
Spider burrowed through tourist's stomach and up into his chest,1819,agree
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,2521,agree
#Hairgate: iPhone 6 users say device pulls out hair,2276,discuss
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',109,discuss
"This boy nearly died, now he has a superpower like Marvel’s Magneto",2215,agree
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",2337,agree
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",1406,discuss
ISIL Beheads American Photojournalist in Iraq,632,discuss
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2028,discuss
Boko Haram ceasefire ignored as violence flares in Borno state,1540,agree
NET Extra: Back-from-the-dead Catholic priest claims God is a female,603,agree
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1630,discuss
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,731,discuss
ISIS Getting Ebola,1122,discuss
"Islamic State leader's family detained by Lebanon, officials say",1004,discuss
"In New York City, Marijuana May Mean Ticket, Not Arrest",2372,discuss
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1865,discuss
"Batmobile stolen in Detroit? Good one, joker!",1737,agree
Indian civil servant sacked 'after 24-year sickie',1318,agree
Seven teenage girls get pregnant on school trip,1103,discuss
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",2156,agree
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,2214,discuss
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",690,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1817,discuss
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",2010,discuss
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2404,discuss
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,955,discuss
Met police denies reports of Banksy arrest,107,agree
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2403,discuss
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1899,discuss
State House time capsule from 1795 unearthed,1997,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2403,discuss
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2123,discuss
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2295,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1398,discuss
Missing American journalist reportedly beheaded by Islamic State ,206,discuss
Vogue’s Rat Infestation: Disturbing New Details,1149,discuss
Apple was forced to nix key health features from its smartwatch -- report,521,discuss
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1829,agree
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1295,discuss
Zack Snyder Responds to Fake Stolen Batmobile Report,1751,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1206,discuss
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1925,agree
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,650,agree
Tropical spider burrowed under Bali tourist's skin,1883,agree
iOS 8 bug could delete your iCloud Drive documents,545,discuss
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2524,discuss
British hostage David Haines beheaded by Islamic State terrorists,2241,discuss
WHO ‘probing’ whether ISIS fighters got Ebola,1807,discuss
Detroit Police Issue Statement That The Batmobile Is Safe,1529,discuss
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1321,disagree
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1934,discuss
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",871,discuss
Michael Brown shooting audio caught on tape?,149,discuss
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,2036,discuss
Has Ebola infected Isis militants in Mosul?,1807,discuss
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1948,discuss
Media outlets identify 'Jihadi John',2349,discuss
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2016,agree
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1973,agree
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1923,agree
Seven girls as young as 13 become pregnant on a school trip,2248,agree
Staff Reporter,1711,agree
Lebanon detains wife and son of Al-Baghdadi,1468,disagree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2138,agree
Boko Haram denies it has agreed ceasefire,2139,discuss
Video Purports To Show Beheading Of U.S. Journalist By Militants,1011,discuss
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1760,discuss
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1797,disagree
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2515,disagree
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2123,discuss
Street Artist BANKSY Arrested? Again?,900,discuss
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,550,discuss
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,773,discuss
CNN Airs Alleged Audio from Michael Brown Shooting,1446,discuss
N Korean leader misses annual ritual; sister ‘takes over duties’,780,discuss
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1589,agree
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1630,discuss
Meteorite strike in Nicaragua puzzles experts,1056,disagree
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1666,agree
Pentagon: 1 weapons bundle seized by militants,2509,discuss
"No, there aren’t any Ebola cases in Iraq",2075,discuss
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",346,discuss
"Spider burrowed into appendix scar, crawled through WA man's body",1602,discuss
Missing Planes,2010,discuss
Boko Haram ceasefire ignored as violence flares in Borno state,2403,discuss
"Forty years ago, Lego wrote a powerful letter to parents about how gender works",1969,discuss
Batman Set To Play Steve Jobs In Upcoming Biopic,1226,disagree
REPORT: Alleged New Audio of Michael Brown Shooting,2220,discuss
"Video showing American journalist beheaded believed real, officials and family say",2096,discuss
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,2208,agree
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,2261,discuss
Man discovers spider living under his skin during Bali vacation,2338,discuss
Soldier shot at War Memorial; multiple shots fired in Parliament,2410,discuss
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",1405,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2463,discuss
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2337,agree
Pentagon: ISIS Got U.S. Weapons Package,465,agree
Bali spider burrows under Aussie’s chest,761,agree
"Nun gives birth, intends to keep baby",1720,discuss
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2345,discuss
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1896,discuss
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",1769,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,1122,discuss
Christian Bale will not play Steve Jobs,2017,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,2118,discuss
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2172,discuss
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2272,discuss
Meteorite leaves crater in Nicaraguan capital Managua,2264,discuss
Militant Group Says It Killed American Journalist in Syria,847,discuss
God Is A Woman – Resurrected Father Narated,1549,disagree
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,860,discuss
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1817,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2386,discuss
"Managua explosion not a meteorite, NASA suggests",2154,discuss
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2354,agree
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,2343,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,557,discuss
The Case of the Stolen Batmobile Has Been Solved,2062,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,682,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2287,discuss
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1678,discuss
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1661,discuss
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1896,discuss
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,873,discuss
Priest who died for 48 minutes says he met God and she’s a woman,1227,disagree
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,2530,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1011,discuss
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1295,discuss
Jihadi John ‘identified as British man from West London’,1939,discuss
Mass grave found after 40 students disappear in Mexican protest,777,discuss
New policy could reduce marijuana possession arrests,2372,discuss
Give a homeless man $100 and see what he does with it [Video],2061,agree
WTC rats scare off Anna Wintour,1619,discuss
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2367,discuss
Mexico finds 4 more graves at site of suspected student massacre,983,discuss
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",824,agree
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,738,agree
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,872,discuss
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1605,discuss
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1978,disagree
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1671,discuss
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1539,agree
ISIS cracks down on five confirmed Ebola cases among fighters: official,2075,discuss
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1622,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1769,discuss
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",93,agree
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1489,discuss
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1376,discuss
Video Purports to Show Beheading of American Journalist,2388,discuss
Audio of gunfire in Michael Brown case authenticated by app company,1916,discuss
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,1628,discuss
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",2305,disagree
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1139,discuss
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1528,agree
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1622,discuss
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,688,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1471,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1948,discuss
James Foley remembered as 'brave and tireless' journalist,337,discuss
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,944,discuss
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",1442,discuss
Robert Plant Reportedly Tears Up $800 Million Led Zeppelin Reunion Contract,2489,discuss
Now the Vogue Rats Are Chewing Through Couture,1149,discuss
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1904,discuss
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2191,discuss
Journalist James Wright Foley reportedly beheaded by ISIS,1721,discuss
Rats are still running around at Vogue,2106,discuss
Christian Bale Exits Steve Jobs Movie (Exclusive),1215,disagree
An audio recording of the Michael Brown shooting has reportedly surfaced,186,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,922,discuss
ISIS Beheads American Journalist,2147,discuss
Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,1900,agree
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",740,agree
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1139,discuss
"Kayla Jean Mueller, U.S. hostage, killed in Jordan airstrike, ISIS claims",1881,discuss
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",694,discuss
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2470,discuss
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1149,discuss
CNN Plays Alleged Recording of Michael Brown Shooting,1776,discuss
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,1224,discuss
Met police denies reports of Banksy arrest,2362,agree
Militant Group Says It Killed American Journalist in Syria,1471,discuss
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",607,agree
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,506,agree
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1720,discuss
Islamic State claims it executed American photojournalist James Foley,2096,discuss
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2025,discuss
Missing American journalist reportedly beheaded by Islamic State ,847,discuss
ISIS executioner 'Jihadi John' named by media,1374,discuss
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1340,discuss
Customer: I was fired for Comcast complaint,1007,discuss
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,819,discuss
The Case of the Stolen Batmobile Has Been Solved,1459,discuss
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2283,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,499,discuss
IPhone 6 users are tearing their hair out,1738,discuss
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,1746,discuss
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2180,agree
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,2236,discuss
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2072,discuss
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2139,discuss
Christian Bale to play Steve Jobs in upcoming biopic,1215,agree
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",2264,discuss
