Headline,Body ID,Stance
Meteorite leaves crater in Nicaraguan capital Managua,731,unrelated
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,1153,unrelated
"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",959,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2132,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1210,unrelated
Soldier shot near Canadian parliament building,1385,unrelated
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,777,unrelated
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,2044,agree
BREAKING: ISIS Beheads American Journalist James Wright Foley,1905,unrelated
Is Kim Jong-un Opening North Korean Restaurant in Scotland?,860,unrelated
IS militant 'Jihadi John' named as Mohammed Emwazi from London,1543,unrelated
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,740,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1936,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,381,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2096,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2078,unrelated
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1256,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1240,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",269,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",2045,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,1120,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1385,unrelated
Isis video claims to show beheading of British hostage David Haines,1360,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1982,unrelated
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,487,unrelated
Kim Jong-un: obese leader 'fractured both ankles',1097,unrelated
Nasty iOS 8 Bug Could Erase Your iCloud Drive Documents,1224,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,2445,unrelated
Spider burrowed through tourist's stomach and up into his chest,1375,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2078,unrelated
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2472,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,2015,unrelated
Met police denies reports of Banksy arrest,1898,unrelated
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",1606,discuss
Former PGA Tour player: Tiger Woods suspended for drug test failure,922,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,2403,unrelated
ISIS executioner 'Jihadi John' named by media,1308,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,1808,unrelated
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,45,unrelated
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1435,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",205,unrelated
Hospital: Man not being treated for Ebola in Kansas City,2306,unrelated
Tips for Chinese choosing an English name,2443,unrelated
Star Wars VII for a New SUMMER Release Date!?,1991,unrelated
"Spider burrowed into appendix scar, crawled through WA man's body",498,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1867,unrelated
ISIS Beheads American Journalist,826,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,1627,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1385,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,1642,agree
"Boko Haram claims to have German hostage, denies ceasefire",821,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,626,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",126,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",299,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2078,unrelated
‘Feminist’ says she aborted baby because it was a boy,614,unrelated
SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,40,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,860,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1083,unrelated
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1301,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,879,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,513,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1169,unrelated
Chinese 'mistress' is stripped naked and beaten senseless in backlash against booming country's 'concubine culture',1131,unrelated
Chugging eggnog at office party lands man in hospital,220,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2463,unrelated
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1474,agree
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,1319,unrelated
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1095,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1291,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,373,unrelated
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2277,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1848,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,126,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",226,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,2044,unrelated
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1680,unrelated
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,406,discuss
Luke Somers' sister says he was killed in failed Yemen rescue attempt,634,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,2489,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",1645,unrelated
Pope Francis turns out not to have made pets in heaven comment,2297,disagree
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1805,agree
UPDATE: Internet report of Ebola outbreak in Purdon not true,2248,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",601,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',7,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2196,unrelated
Islamic State fighters training to fly captured jets — watchdog,2362,unrelated
Speeding Up ‘Seinfeld’ For Younger Viewers,242,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",227,unrelated
Woman Stays In KFC For A Week To Get Over Her Break-Up,817,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,398,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,225,unrelated
Watch: US marine survives Taliban sniper headshot in Afghanistan,2046,agree
"Texas Turkey Farm Contaminated With Ebola, Over 250,000 Holiday Turkeys Infected",2171,unrelated
Utah Man Hospitalized After Winning Eggnog Chugging Contest,667,agree
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',43,unrelated
Spider burrowed through tourist's stomach and up into his chest,730,unrelated
Seven teenage girls get pregnant on school trip,612,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",80,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,595,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,472,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1024,unrelated
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",1752,agree
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1603,unrelated
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1314,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1628,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,706,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",2042,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,722,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1256,unrelated
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",1011,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1820,unrelated
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,388,unrelated
Report: Secret Service Lied About White House Fence Jumper,1488,discuss
ISIS supporters mourn death of ‘youngest fighter’,847,unrelated
Video Purports to Show Beheading of American Journalist,1347,unrelated
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,651,unrelated
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",2330,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2403,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",344,unrelated
US officials: Video shows American's execution,938,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1406,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,524,unrelated
Apple Watch battery will require nightly charging,1898,discuss
Nasa’s ‘six days of total darkness in December 2014’ is a hoax,487,unrelated
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1689,unrelated
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1058,unrelated
Someone painted a graffiti dick on a $2.5 million car,1144,discuss
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,1198,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,2036,unrelated
ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP,2024,unrelated
Amazon Is Going To Open A Physical Store!,941,discuss
Woman Stays In KFC For A Week To Get Over Her Break-Up,858,unrelated
"Islamic State Training Pilots in Military Jets, Monitors Say",1939,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,557,unrelated
ISIS Beheads American Journalist,2525,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",2317,unrelated
Video shows ISIL beheading of photojournalist James Foley,2115,unrelated
Google Grows With $1.6 Billion in California Office Deals,2078,agree
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,524,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,527,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,574,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,1649,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),574,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,964,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,2410,unrelated
This Kid Made $72 Million During Lunch,643,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,693,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,115,agree
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2403,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1574,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",724,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",2211,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,214,unrelated
‘Little old lady’ Arrested for Making Fur Coats with Neighbor’s Cats,2451,agree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,706,unrelated
Government fires employee who skipped work for 24 years,2192,unrelated
Mexican investigators fear mass grave might hold 43 missing students,324,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,630,unrelated
Macaulay Culkin dead: Actor is victim of another death hoax,1752,agree
Opposition group: ISIS militants training to fly warplanes in Syria,805,unrelated
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,1651,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1785,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1893,unrelated
IS Fighters Seize Weapons Cache Meant for Kurds,2483,unrelated
Michelle Obama’s face blurred by Saudi state television,1237,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2528,discuss
"Small meteorite strikes Nicaragua, government says",714,unrelated
Kim Jong-Un planning Scottish restaurant,1644,unrelated
Nasty iOS 8 Bug Could Erase Your iCloud Drive Documents,2061,unrelated
Kurds fear Isis use of chemical weapon in Kobani,964,discuss
Eyewitness Says Viral Video of Homeless Man Was Staged,626,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",2123,unrelated
God is a woman- Priest who died for 48 minutes claims,740,unrelated
Isis militants claim to have killed US journalist James Foley,2296,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,56,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,1107,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,903,unrelated
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,1795,unrelated
Scientists Doubt That Meteor Caused Crater In Nicaragua,1744,unrelated
Founding Fathers-Era Time Capsule Found in Boston,419,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2367,unrelated
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,693,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,35,unrelated
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",2002,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1289,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",564,unrelated
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,289,agree
ISIS fighters ‘have contracted Ebola’,1385,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",2122,agree
"North Korean leader Kim Jong-un not missing, just having ankle surgery",1095,agree
Apple Watch battery will require nightly charging,1658,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,7,unrelated
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,391,unrelated
"Dead for 48 minutes, this Catholic Priest claims God is female",1877,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,571,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,2240,unrelated
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',304,unrelated
James Foley remembered as 'brave and tireless' journalist,2070,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1351,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,132,unrelated
Macaulay Culkin dead: The death hoax is once again on the child actor,1012,unrelated
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,320,unrelated
ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP,1267,unrelated
Saudis Say Michelle Obama Not Blurred on TV,1342,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1500,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1077,discuss
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1744,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1009,unrelated
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,442,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,2177,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,2307,unrelated
British Man Slaps People If They Sneeze In Public,1155,agree
Isis militants claim to have killed US journalist James Foley,2526,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,295,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1295,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,296,unrelated
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2088,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2022,unrelated
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,205,unrelated
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1291,unrelated
Magic mushroom found growing at Buckingham Palace,1184,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1459,unrelated
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",2042,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2234,unrelated
"Managua explosion not a meteorite, NASA suggests",345,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,1015,unrelated
White House Fence Jumper Pushed Past Female Guard,663,agree
"Apple Watch Battery Life Currently 'About a Day', but May Improve for 2015 Launch",1746,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",645,discuss
Nicaraguan commission on possible meteorite crash presents rock samples,40,unrelated
Give a homeless man $100 and see what he does with it [Video],1934,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",527,unrelated
Government fires employee who skipped work for 24 years,1921,unrelated
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),51,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1224,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1311,unrelated
World's oldest burger,1183,unrelated
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,972,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,2106,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1438,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,816,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,1125,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1169,unrelated
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",295,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',615,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,633,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1295,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,2022,unrelated
Tiger Woods' former luxury island goes on sale,84,unrelated
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",699,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),205,unrelated
"Pizza delivery man gets $2,000 tip",1820,unrelated
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",447,discuss
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1178,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1120,unrelated
Seth Rogen to play Woz in Jobs biopic,1073,unrelated
This Is a Truly Horrifying Story About a Spider,1375,unrelated
Media outlets identify 'Jihadi John',503,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",1358,unrelated
Google said to buy six silicon valley buildings for $585 million,1572,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',2080,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1940,unrelated
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,2330,agree
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",186,unrelated
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",10,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,2307,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1921,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",1634,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1483,unrelated
Jilted lover spends a week in KFC to try and get over her ex,2061,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2192,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1786,unrelated
Christian Bale Exits Steve Jobs Movie (Exclusive),1077,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",714,unrelated
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,2268,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,195,unrelated
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,379,discuss
'There is no limit to their depravity' Islamic State FEED mother her own SON,2526,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,2297,unrelated
"It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys",837,unrelated
Chinese advised to choose British-sounding names to get ahead,483,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1921,unrelated
Government fires employee who skipped work for 24 years,1242,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,1933,unrelated
Boko Haram denies it has agreed ceasefire,1196,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",533,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1439,unrelated
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1707,agree
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,572,unrelated
Saddam Hussein’s pilots training Islamic State group,1337,unrelated
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,1875,unrelated
Mexico Says Missing Students Not Found In First Mass Graves,761,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,269,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",206,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1739,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,727,discuss
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",2458,unrelated
"Small meteorite strikes Nicaragua, government says",1347,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,534,unrelated
Islamic State flying three jets in Syria: monitor,2035,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",787,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",26,unrelated
Seven teenage girls get pregnant on school trip,208,unrelated
ISIS leader ‘killed’ in US airstrikes,1179,unrelated
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],1647,unrelated
Eggnog-chugging contest leads to hospital stay,2440,unrelated
Airport worker strips naked at security scanner in protest against guards,321,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,938,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1921,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,7,unrelated
Amazon is opening its first physical store,2116,discuss
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",478,discuss
Boko Haram Denies Nigeria Cease-Fire Claim,1003,unrelated
This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,1214,agree
Reports: Boko Haram may release schoolgirls as part of deal,304,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2141,unrelated
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1760,unrelated
Apple Watch Developers Told to Limit Features to Save Battery Life,1025,discuss
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,217,unrelated
Fence-jumper made it farther in White House than Secret Service let on,2409,discuss
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,2197,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,36,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1844,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,571,unrelated
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",388,unrelated
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,2509,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1438,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1083,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1506,unrelated
"Analyst: Apple Watch Edition Could Cost $5,000",1447,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,321,unrelated
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,2034,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1299,unrelated
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",909,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1574,unrelated
Saudi cleric issues fatwa against building snowmen,1498,discuss
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,321,unrelated
Report—Jose Canseco accidentally shot at his home tonight,2266,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1821,unrelated
TBS speeds up Seinfeld a full 7.5 percent - here is the proof,1372,unrelated
Vogue's new digs are reportedly swarming with rats,1585,unrelated
Big Bank Hank of The Sugarhill Gang is dead at 57,2118,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",591,unrelated
Tiger Woods serving secret PED suspension?,2330,discuss
"Islamic State leader's family detained by Lebanon, officials say",1943,unrelated
Michael Phelps’ alleged girlfriend says she was born intersex,1781,unrelated
High school student scores $72M playing the stock market,409,unrelated
Saudi Arabia 'fatwa over building of snowmen',1130,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,1588,unrelated
Report of quarantined Texas town NOT real; shared on a 'fake' news website,1383,unrelated
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",403,unrelated
Christian Bale to Play Steve Jobs in New Movie,144,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,2261,unrelated
Vogue’s Rat Infestation: Disturbing New Details,754,unrelated
Comcast calls rumor that it disconnects Tor users “wildly inaccurate”,1589,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1299,unrelated
